Iteration,Biomass
0,0.013950425612139343
1,0.03750020395442701
2,0.06266860758808313
3,0.0822184904491628
4,0.09166893860966444
5,0.10713678221265444
6,0.1197098294187158
7,0.13072448039179826
8,0.13891269891964803
9,0.14303297212060856
10,0.14858619326868452
11,0.1497592514061346
12,0.1584177043128547
13,0.161511578530039
14,0.16794359045964719
15,0.17386810404170766
16,0.17616950257622688
17,0.1781393454621618
18,0.18261992815533415
19,0.1866583632456968
20,0.18982663692732016
21,0.19026091541132306
22,0.1933308920430717
23,0.19502560224306104
24,0.19664382532006508
25,0.19886615118148646
26,0.20061834192020336
27,0.20115509198166975
28,0.20156430280608725
29,0.20210302806097966
