Variable,Index,Value
flux,ALATA_D2,0.0
flux,SHCHD2,3.8577416123339e-05
flux,CPPPGO,3.8577416123339e-05
flux,GTHOr,0.0
flux,DHORD5,0.0572251855006662
flux,GLYCTO2,0.0
flux,GLYCTO3,0.0
flux,GLYCTO4,0.0
flux,PFK_3,0.0
flux,TRPS2,0.0
flux,G3PD5,0.0
flux,EX_acgam_e,0.0
flux,EX_cellb_e,0.0
flux,EX_chol_e,0.0
flux,LEUTAi,0.0779386630648613
flux,SHK3Dr,0.065930880070141
flux,G5SD,0.0382409449378998
flux,ALATA_L2,0.0
flux,MAN6PI,0.0
flux,APRAUR,7.7154833845815e-05
flux,DB4PS,0.00015430966769163
flux,RBFK,3.8577417722476e-05
flux,ACP1_FMN,0.0
flux,RBFSb,7.7154833845815e-05
flux,EX_pi_e,-0.166869986807228
flux,EX_h_e,18.9862871664631
flux,DMATT,4.80920254811138e-05
flux,GRTT,4.80920254811137e-05
flux,UPP3S,7.71548322466781e-05
flux,UPPDC1,3.8577416123339e-05
flux,TMDPP,0.0
flux,EX_ade_e,0.0
flux,EX_4abut_e,0.0
flux,EX_ac_e,0.100714042972367
flux,EX_akg_e,0.0
flux,EX_ala__L_e,0.0
flux,EX_arg__L_e,0.0
flux,EX_asp__L_e,0.0
flux,EX_cytd_e,0.0
flux,EX_dcyt_e,0.0
flux,EX_fum_e,0.0
flux,EX_glu__L_e,0.0
flux,EX_gua_e,0.0
flux,HCO3E,0.0909292187133133
flux,IMPC,-0.0938541826225219
flux,IMPD,0.0420767164542045
flux,ECOAH4,0.0615647123318013
flux,GLUTRS,0.000617238658061144
flux,TMPPP,3.8577416123339e-05
flux,URIK1,0.0
flux,URIK2,0.0
flux,CYTDK1,0.0
flux,CYTDK2,0.0
flux,XPPT,0.0
flux,HXPRT,0.0
flux,NDPK5,0.0
flux,DHORTS,-0.0572251855005561
flux,OMPDC,0.05722518550056
flux,CS,0.186000579354775
flux,ICDHyr,0.186000579354754
flux,ACALD,0.0
flux,ACS,0.0
flux,PPA,0.60574552884617
flux,PPCK,0.0
flux,ME1,0.0
flux,ALAR,0.00721068994994312
flux,ALATA_L,-0.100654879402896
flux,XYLK,0.0
flux,RBK,0.0
