Iteration,Biomass
0,0.0393512188986544
1,0.0442144199525448
2,0.0587408964855517
3,0.0884967087607428
4,0.104183477831685
5,0.127245202787628
6,0.135880945164887
7,0.138873371508189
8,0.145018488750092
9,0.145161154896698
10,0.143461715794553
11,0.138153721729333
12,0.146860585097524
13,0.152520556309747
14,0.156794696145395
15,0.159718648672516
16,0.162296259857828
17,0.16409972476673
18,0.166146564158123
19,0.165829016243233
20,0.167663445936932
21,0.168909675561184
22,0.170342613869573
23,0.171633872110969
24,0.172713646348766
25,0.172992897414076
