Reactions,Min Solutions,Max Solutions,Solution Biomass
ALATA_D2,0.0,0.0,0.876997214430352
SHCHD2,0.000195570378817968,0.000195570378817968,0.876997214430352
CPPPGO,0.000195570396528018,0.000195570373932438,0.876997214430352
GTHOr,0.0,0.217041021225441,0.876997214430352
DHORD5,0.0,0.290106293490258,0.876997214430352
GLYCTO2,0.0,0.0,0.876997214430352
GLYCTO3,0.0,0.0,0.876997214430352
GLYCTO4,0.0,0.0,0.876997214430352
PFK_3,0.0,8.45176376938261,0.876997214430352
TRPS2,0.0,0.0,0.876997214430352
G3PD5,0.0,0.0,0.876997214430352
EX_acgam_e,0.0,0.0,0.876997214430352
EX_cellb_e,0.0,0.0,0.876997214430352
EX_chol_e,0.0,0.0,0.876997214430352
LEUTAi,0.395114432014521,0.39511443199107,0.876997214430352
SHK3Dr,0.334240301366322,0.334240301319142,0.876997214430352
G5SD,0.19386461923583,0.193864618555764,0.876997214430352
ALATA_L2,0.0,0.0,0.876997214430352
MAN6PI,0.0,0.0,0.876997214430352
APRAUR,0.000391140757032584,0.000391140746123464,0.876997214430352
DB4PS,0.000782281514065169,0.000782281494180201,0.876997214430352
RBFK,0.000195570378214616,0.000195569528132242,0.876997214430352
ACP1_FMN,0.0,0.0,0.876997214430352
RBFSb,0.000391140757032584,0.000391140743839027,0.876997214430352
EX_pi_e,-0.845956774976984,-0.845956775023719,0.876997214430352
EX_h_e,-991.927714219479,8.05820032648867,0.876997214430352
DMATT,0.000243805225611638,0.00024380522282105,0.876997214430352
GRTT,0.000243805225611636,0.000243805222297497,0.876997214430352
UPP3S,0.000391140757635937,0.000391140750694228,0.876997214430352
UPPDC1,0.000195570378817969,0.000195570373932438,0.876997214430352
TMDPP,0.0,0.0,0.876997214430352
EX_ade_e,0.0,0.0,0.876997214430352
EX_4abut_e,0.0,0.0,0.876997214430352
EX_ac_e,0.0,0.0,0.876997214430352
EX_akg_e,0.0,0.0,0.876997214430352
EX_ala__L_e,0.0,0.0,0.876997214430352
EX_arg__L_e,0.0,0.0,0.876997214430352
EX_asp__L_e,0.0,0.0,0.876997214430352
EX_cytd_e,0.0,0.0,0.876997214430352
EX_dcyt_e,0.0,0.0,0.876997214430352
EX_fum_e,0.0,0.0,0.876997214430352
EX_glu__L_e,0.0,0.0,0.876997214430352
EX_gua_e,0.0,0.0,0.876997214430352
HCO3E,0.460970783829794,0.460970782372897,0.876997214430352
IMPC,-0.475799052678326,-0.475799052728462,0.876997214430352
IMPD,0.213310278896175,0.213310278093197,0.876997214430352
ECOAH4,0.312105769196023,0.312105768658625,0.876997214430352
GLUTRS,0.0031291260610976,0.00312912598077083,0.876997214430352
TMPPP,0.000195570378817968,0.000195570376609595,0.876997214430352
URIK1,0.0,0.0,0.876997214430352
URIK2,0.0,0.0,0.876997214430352
CYTDK1,0.0,0.0,0.876997214430352
CYTDK2,0.0,0.0,0.876997214430352
XPPT,0.0,0.0,0.876997214430352
