Variable,Index,Value
flux,ALATA_D2,0.0
flux,SHCHD2,2.84109570448448e-05
flux,CPPPGO,2.84109570448448e-05
flux,GTHOr,0.0
flux,DHORD5,0.0
flux,GLYCTO2,0.0
flux,GLYCTO3,0.0
flux,GLYCTO4,0.0
flux,PFK_3,1.89709498337432
flux,TRPS2,0.0
flux,G3PD5,0.0
flux,EX_acgam_e,0.0
flux,EX_cellb_e,0.0
flux,EX_chol_e,0.0
flux,LEUTAi,0.0573991788716187
flux,SHK3Dr,0.0485558544303776
flux,G5SD,0.02816315744192
flux,ALATA_L2,0.0
flux,MAN6PI,0.0
flux,APRAUR,5.68219140896873e-05
flux,DB4PS,0.000113643828179375
flux,RBFK,2.84109570448425e-05
flux,ACP1_FMN,0.0
flux,RBFSb,5.68219140896873e-05
flux,EX_pi_e,0.0
flux,EX_h_e,4.27320657970884
flux,DMATT,3.54181437599426e-05
flux,GRTT,3.54181437599426e-05
flux,UPP3S,5.68219140896896e-05
flux,UPPDC1,2.84109570448448e-05
flux,TMDPP,0.0
flux,EX_ade_e,0.0
flux,EX_4abut_e,0.0
flux,EX_ac_e,3.10257335414879
flux,EX_akg_e,0.0
flux,EX_ala__L_e,0.0
flux,EX_arg__L_e,0.0
flux,EX_asp__L_e,0.0
flux,EX_cytd_e,0.0
flux,EX_dcyt_e,0.0
flux,EX_fum_e,0.0
flux,EX_glu__L_e,0.0
flux,EX_gua_e,0.0
flux,HCO3E,0.0669662819988283
flux,IMPC,0.0
flux,IMPD,0.0309880729152624
flux,ECOAH4,0.0453403201485173
flux,GLUTRS,0.000454575312717516
flux,TMPPP,2.84109570448448e-05
flux,URIK1,0.0
flux,URIK2,0.0
flux,CYTDK1,0.0
flux,CYTDK2,0.0
flux,XPPT,0.0
flux,HXPRT,0.0
flux,NDPK5,0.0
flux,DHORTS,0.0
flux,OMPDC,0.0421444059894593
flux,CS,0.136983110883232
flux,ICDHyr,0.136983110883232
flux,ACALD,0.0
flux,ACS,0.0
flux,PPA,0.446111013375862
flux,PPCK,0.0
flux,ME1,0.0
flux,ALAR,0.0053104283028844
flux,ALATA_L,0.0
flux,XYLK,0.0
flux,RBK,0.0
flux,GLYK,0.0
flux,PPM,0.0
flux,ASPTA,0.0
flux,FBP,0.0
flux,GLGC,0.0
flux,PYK,0.0
flux,A5PISO,0.00495752089923319
flux,EX_met__L_e,0.0
flux,EX_metsox_S__L_e,0.0
flux,IPPMIb,0.0
flux,ACHBS,0.0370143808936399
flux,ACLS,0.111397324118519
flux,PSCVT,0.0485558544303776
flux,ANS,0.00724199117174938
flux,ANPRT,0.00724199117174938
flux,CHORM,0.0412002194304488
flux,CHORS,0.0485558544303776
flux,IGPS,0.00724199117174938
flux,EX_crn_e,0.0
flux,EX_fe3_e,0.0
flux,EX_glcn_e,0.0
flux,EX_gln__L_e,0.0
flux,EX_glyc_e,0.0
flux,EX_man_e,0.0
flux,EX_mn2_e,0.0
flux,EX_rib__D_e,0.0
flux,EX_sbt__D_e,0.0
flux,ECOAH6,0.0354252783500509
flux,ENO,4.50143332649083
flux,FBA,0.0
flux,MGSA,0.0
flux,PPS,0.0
flux,PGI,0.0
flux,PGK,0.0
flux,EDA,0.0
flux,PGL,3.01193148813646
flux,RPE,1.90913307534406
flux,TALA,0.0
flux,TKT1,0.978816053930175
flux,G6PDA,0.0
flux,ALCD2x,0.0
flux,ALDD2y,0.0
flux,RMI,0.0
flux,EX_ura_e,0.0
flux,EX_val__L_e,0.0
flux,EX_xan_e,0.0
flux,FMNAT,2.84109570448425e-05
flux,NADDP,0.0
flux,NMNAT,0.0
flux,HMPK1,0.0
flux,NDPK6,0.0
flux,NDPK8,0.0
flux,PYNP2r,0.0
flux,DURIPP,0.0
flux,PTRCTA,0.0
flux,CYSDS,0.0
flux,TRPAS2,0.0
flux,NDP3,0.0
flux,CDPPH,0.0
flux,NDP7,0.0
flux,EX_co2_e,6.63683277075443
flux,PMDPHT,5.68219140896873e-05
flux,ILETA,0.0
flux,VALTA,0.0
flux,ORPT,0.0
flux,RBFSa,0.000113643828179375
flux,DHAD2,0.03701438089364
flux,G1PP,0.0
flux,PFL,0.0138126938561891
flux,FRD2,0.0
flux,FRD3,0.0
flux,POX,0.0
flux,PTAr,3.02840088133215
flux,ACKr,0.0
flux,EX_hxan_e,0.0
flux,EX_ile__L_e,0.0
flux,EX_lac__L_e,0.0
flux,EX_leu__L_e,0.0
flux,EX_no3_e,0.0
flux,EX_orn_e,0.0
flux,EX_pro__L_e,0.0
flux,EX_pyr_e,0.0
flux,EX_succ_e,0.0
flux,EX_thymd_e,0.0
flux,EX_tyr__L_e,0.0
flux,MOAT,0.00247876044961659
flux,UDCPDPS,7.00718671509625e-06
flux,USHD,0.00247876044961659
flux,LPADSS,0.00247876044961659
flux,TDSK,0.00247876044961659
flux,EX_btn_e,0.0
flux,EX_ptrc_e,0.0
flux,EX_spmd_e,0.0
flux,EX_thym_e,0.0
flux,EX_xtsn_e,0.0
flux,NTPP1,0.0
flux,NTPP2,0.0
flux,NTPTP1,0.0
flux,NTPTP2,0.0
flux,IPMD,0.0573991788716187
flux,AIRC3,0.0
flux,ADSL2r,0.057050475779993
flux,EX_fe2_e,0.0
flux,PUNP5,0.0
flux,PUNP6,0.0
flux,PUNP7,0.0
flux,RNDR1,0.0
flux,RNDR3,0.0
flux,RNDR4,0.0
flux,TMDS,0.00333363722885833
flux,TMDK1,0.0
flux,PPCDC,8.58698881086284e-05
flux,FTHFD,0.0
flux,EX_glc__D_e,0.0
flux,EDD,0.0
flux,DHQTi,0.0485558544303775
flux,PUNP1,0.0
flux,PUNP2,0.0
flux,PUNP3,0.0
flux,LYSAM,0.0
flux,DHAD1,0.111397324118519
flux,IPPMIa,0.0
flux,EX_alltn_e,0.0
flux,G3PD7,0.0
flux,NADH9,0.0
flux,NADH10,0.0
flux,MDH,0.0
flux,FUM,0.132855240891059
flux,PYDXNK,0.0
flux,PYAM5PO,0.0
flux,OHPBAT,0.0
flux,EX_dgsn_e,0.0
flux,EX_arab__L_e,0.0
flux,EX_fru_e,0.0
flux,EX_gal_e,0.0
flux,EX_xyl__D_e,0.0
flux,EX_duri_e,0.0
flux,EX_for_e,0.0
flux,EX_gly_e,0.0
flux,EX_h2_e,0.0
flux,EX_lys__L_e,0.0
flux,EX_ser__L_e,0.0
flux,EX_thm_e,0.0
flux,EX_trp__L_e,0.0
flux,GLUTRR,0.000454575312717516
flux,GLCS1,0.0
flux,GLCP,0.0
flux,EX_din_e,0.0
flux,EX_fmn_e,0.0
flux,EX_gthox_e,0.0
flux,HEMEOS,0.0
flux,ADMDC,0.0
flux,AGMT,0.0
flux,ARGDC,0.0
flux,ARGSS,0.0376849049605773
flux,AGPR,0.0
flux,SPMS,0.0
flux,G1SAT,0.000454575312717517
flux,KDOCT2,0.00495752089923318
flux,OAADC,0.0
flux,MNNH,0.0
flux,ALTRH,0.0
flux,GUI1,0.0
flux,PGAMT,0.0
flux,UAGDP,0.0120380919697457
flux,UAGCVT,0.00354028553525626
flux,GLUR,0.0
flux,UAG2E,0.0
flux,EX_acald_e,0.0
flux,EX_melib_e,0.0
flux,MACPD,0.0
flux,DMQMT,0.0
flux,ICHORS_copy1,0.0
flux,EX_sucr_e,0.0
flux,EX_tre_e,0.0
flux,EX_zn2_e,0.0
flux,HACD5,0.0453403201485173
flux,DNMPPA,8.52328711345297e-05
flux,HPPK2,8.52328711345297e-05
flux,PTPATi,8.58698881086284e-05
flux,HEX7,0.0
