Key,Value
GLUtex_b0929,723.2171628950481
GLYtex_b0929,281.48397544711526
GLYALDtex_b0929,96.07892149709495
GLYBtex_b0929,255.02068008564484
GLYCtex_b0929,305.2704578412347
GLYC3Ptex_b0929,178.90549914607186
GLYCLTtex_b0929,550.0698157044159
GTPtex_b0929,100.52389835738585
Htex_b0929,553.1675181320361
H2tex_b0929,460.94358548897094
H2Otex_b0929,
DAPtex_b0929,350.15834641945185
12PPDStex_b0929,412.59693961620223
DDGLCNtex_b0929,280.3646837667969
26DAHtex_b0929,2374.5417498907295
HCINNMtex_b0929,159.7378472839057
HPPPNtex_b0929,182.84074410277125
ACtex_b0929,591.6626787163383
ACALDtex_b0929,1719.7126354638192
ACMANAtex_b0929,457.9595880005335
ACMUMtex_b0929,619.5758122036972
GALtex_b0929,484.26492283031337
GALCTtex_b0929,757.6247233781414
GALCTNtex_b0929,294.36479204915804
GALTtex_b0929,255.04594077895285
GALURtex_b0929,1164.9279042220492
GAMtex_b0929,135.76376001808148
GBBTNtex_b0929,285.0472262474655
HIStex_b0929,84.07995685795336
HXAtex_b0929,255.04674166446156
HYXNtex_b0929,242.71388628925857
IDONtex_b0929,292.31280404333137
ILEtex_b0929,892.3453815446964
INSTtex_b0929,671.0040220931972
Ktex_b0929,897.7047508081023
D_LACtex_b0929,484.9448476885575
FRULYStex_b0929,2507.615552886865
ASPtex_b0929,377.1337153956958
INDOLEtex_b0929,49.842644301108706
L_LACtex_b0929,484.9448476885575
GLCRtex_b0929,
GLCNtex_b0929,294.36479204915804
GLCURtex_b0929,1140.6373725504984
GLNtex_b0929,942.2683410102493
O2tex_b0929,319.99410397637996
OCTAtex_b0929,190.49527634005338
ORNtex_b0929,2108.5854020797765
RMNtex_b0929,1290.761323756165
PHEtex_b0929,163.7249665180546
PItex_b0929,686.3068338915049
PNTOtex_b0929,100.86551282286028
PPPNtex_b0929,286.8410150542997
PPTtex_b0929,
PTRCtex_b0929,477.8460045585211
PYRtex_b0929,1113.1973368908693
DSERtex_b0929,274.66934525232614
SERtex_b0929,274.66934525232614
SO4tex_b0929,539.5537599552384
SPMDtex_b0929,921.0010322276238
SUCCtex_b0929,684.311317110205
SUCRtex_b0929,2802.920665036613
TARTRtex_b0929,387.2935429891288
TAURtex_b0929,4927.37815397292
THRtex_b0929,368.8483378252619
THMDtex_b0929,285.28584108785003
METDtex_b0929,1971.1711610946402
METtex_b0929,1971.1711610946402
MNLtex_b0929,255.82790710493865
NAtex_b0929,812.9944578240778
NACtex_b0929,191.07508245764888
NH4tex_b0929,703.8524370372056
BUTtex_b0929,
CHLtex_b0929,162.81834215424234
CO2tex_b0929,799.7284328563261
CRNtex_b0929,633.7262818045047
DINStex_b0929,390.28789791853427
DMStex_b0929,455.9903116323911
CSNtex_b0929,117.94586330317594
CYNTtex_b0929,397.50095289640404
CYStex_b0929,419.9849015143157
CYTDtex_b0929,248.82140890296964
DCAtex_b0929,
DGSNtex_b0929,200.90111579942408
LCTStex_b0929,
LEUtex_b0929,694.831235705787
LYStex_b0929,1068.6001550464841
LYXtex_b0929,1159.7116828867881
MANtex_b0929,985.1698357945808
MAN6Ptex_b0929,809.2511726517163
MELIBtex_b0929,
DMSOtex_b0929,298.76436765080246
FRUtex_b0929,743.7178885769645
FUCtex_b0929,
FUMtex_b0929,936.101594725961
FE2tex_b0929,719.4172048000034
NMNtex_b0929,563.1279447275834
NO2tex_b0929,785.0507780381915
GDPtex_b0929,133.3224879541281
TMAtex_b0929,948.0386261796265
TMAOtex_b0929,715.189126605294
TREtex_b0929,803.102883662981
TRPtex_b0929,67.51723706636037
TSULtex_b0929,1204.145040352283
TYRtex_b0929,176.33301223056995
URAtex_b0929,415.6518000876318
UREAtex_b0929,546.7205753300805
VALtex_b0929,492.8816192020353
XANtex_b0929,433.98964629722263
XYLtex_b0929,1159.7116828867881
ABUTtex_b0929,609.2781309603457
23CAMPtex_b0929,240.92096832501707
23CCMPtex_b0929,86.08809084644672
23CUMPtex_b0929,220.61556645843555
23CGMPtex_b0929,74.28652069316976
3AMPtex_b0929,1692.1820421222342
3CMPtex_b0929,631.95350500157
ETHSO3tex_b0929,1164.8025490096238
BUTSO3tex_b0929,589.2446525945533
LIPOtex_b0929,499.67275042672304
GALBDtex_b0929,484.26492283031337
SULFACtex_b0929,1421.1105946006508
NOtex_b0929,
N2Otex_b0929,1046.7749259000343
PEAMNtex_b0929,256.53220375447137
PACALDtex_b0929,864.3520014684734
CYANtex_b0929,590.0627545094243
SO3tex_b0929,175.0266053907825
TCYNTtex_b0929,129.090603176453
METSOX1tex_b0929,
METSOX2tex_b0929,642.8283913438503
3UMPtex_b0929,860.2021975438342
3GMPtex_b0929,501.1335384865603
DOPAtex_b0929,211.56746107421657
4HOXPACDtex_b0929,982.902592176623
ETHAtex_b0929,260.9741803246997
G3PStex_b0929,329.27410550511405
ACGAL1Ptex_b0929,
ACGALtex_b0929,457.9595880005335
GLCUR1Ptex_b0929,
UDPGLCURtex_b0929,109.19654032130161
ISETACtex_b0929,2274.8636674116924
UDPGtex_b0929,107.67389138468069
UDPGALtex_b0929,109.21960696811479
ACGAM1Ptex_b0929,697.8599227880184
UACGAMtex_b0929,121.76724044543126
UDPACGALtex_b0929,121.76724044543126
MSO3tex_b0929,930.4628629085388
GLYC2Ptex_b0929,291.72919820744096
PSERtex_b0929,531.6818822942209
R5Ptex_b0929,720.7317819614983
THRPtex_b0929,2413.6008385368586
TYRPtex_b0929,518.1021945665155
CITtex_b0929,264.4851333249876
ACGAtex_b0929,457.9595880005335
G6Ptex_b0929,809.2511726517163
MOBDtex_b0929,341.3960234454838
NI2tex_b0929,
H2O2tex_b0929,452.57923389135505
ADEtex_b0929,249.34607562283185
AGMtex_b0929,96.78291926480972
ALAtex_b0929,259.9399465923576
BALAtex_b0929,250.3670735803758
DALAtex_b0929,273.0857803925378
AMPtex_b0929,
ARBtex_b0929,493.32864185312
ARGtex_b0929,594.5672294398846
ASCBtex_b0929,206.4770625344636
MMETtex_b0929,345.19358915266525
FE3tex_b0929,780.4758184422267
MG2tex_b0929,605.6843618326935
Zn2tex_b0929,546.2780756088283
CD2tex_b0929,507.4410936747758
ASO3tex_b0929,733.6638715213891
MANGLYCtex_b0929,276.66328969597265
FRUURtex_b0929,2020.7886283287453
GLYCAtex_b0929,231.50331395333262
COBALT2tex_b0929,446.36681526994994
DIMPtex_b0929,162.64847507878176
XTSNtex_b0929,220.641039536272
HG2tex_b0929,557.524225701813
DHAtex_b0929,319.2199207574577
ETOHtex_b0929,315.75655262844003
ACACtex_b0929,256.34480016299057
ACNAMtex_b0929,217.51715675621043
H2Stex_b0929,446.7049289765215
4PEPTtex_b0929,820.1057748342225
CU2tex_b0929,516.1976225311033
CLtex_b0929,511.14952495049147
PROtex_b0929,259.184148761704
SBTtex_b0929,255.82790710493865
AKGtex_b0929,4653.933056889526
ALLTNtex_b0929,1584.1093236574063
ASNtex_b0929,457.4765768341558
TYMtex_b0929,269.0130488543229
CMPtex_b0929,215.9526579023404
DUMPtex_b0929,346.05448610557266
XMPtex_b0929,213.68514632199876
3PEPTtex_b0929,
ANHGMtex_b0929,122.26966627402302
FALDtex_b0929,750.6184675661916
CYSDtex_b0929,419.9849015143157
G3PItex_b0929,546.0073373633483
G3PGtex_b0929,356.0834769341375
G3PEtex_b0929,277.93218345129605
G3PCtex_b0929,280.91734654082
DAMPtex_b0929,119.93853168157872
DCMPtex_b0929,100.29713989654454
DGMPtex_b0929,128.44558623318196
DTMPtex_b0929,184.8872738145282
GMPtex_b0929,131.04823102844432
IMPtex_b0929,481.78018791573714
UMPtex_b0929,285.8340577673757
G1Ptex_b0929,
SKMtex_b0929,3023.0850649461518
MNtex_b0929,541.3923688716815
GAL1Ptex_b0929,1596.031509684583
O2Stex_b0929,
HOMtex_b0929,577.2531879654664
SO2tex_b0929,593.9346185169413
ACSERtex_b0929,253.63733560453548
ALAALAtex_b0929,817.3628316689648
MALtex_b0929,547.3068266692834
NO3tex_b0929,798.1515568895258
GSNtex_b0929,170.69731563260012
FORtex_b0929,1207.740857153273
RIBtex_b0929,407.5326687001324
THMtex_b0929,113.12889191079348
XYLUtex_b0929,415.14533904291824
