iteration,biomass
0,0.0229917133376624
1,0.00347476037325901
2,0.00347476037325901
3,0.0181068849471033
4,0.0162459078653291
5,0.0257259669287437
6,0.0601299529035742
7,0.0676569619767476
8,0.0647977312481616
9,0.0799119506238346
10,0.0951971143497962
11,0.107239757340406
12,0.108161744277605
13,0.111645611082961
14,0.124768814292552
15,0.140588282150057
16,0.203219084070297
17,0.208137785110153
18,0.232692953020209
19,0.264218589961472
20,0.285511867941155
21,0.287185510840059
22,0.244496188286896
23,0.245239106984244
24,0.288069190447931
25,0.288406051521006
26,0.292059037212557
27,0.285559957227246
28,0.256587425538544
29,0.269838677436697
30,0.282352084248546
31,0.285485529867277
32,0.28561775101154
33,0.285647848891679
34,0.286904054819224
35,0.286960808069277
36,0.665700330808821
37,0.677895279266229
38,0.678593046351812
39,0.681060861826819
40,0.68327439983627
41,0.683958508544709
42,0.684196147281934
43,0.685008803137686
44,0.685106468882679
45,0.685434899326374
46,0.68601236339874
47,0.688743154320695
48,0.688764620980574
49,0.696333383660034
50,0.701999579189664
51,0.703966372579367
52,0.704384791189742
53,0.704417989149063
54,0.708328359613688
55,0.708919589708206
56,0.71132404561979
57,0.713430988483425
58,0.71402815353496
59,0.71411606968638
60,0.715392808652217
61,0.715496338402122
62,0.716645257989208
63,0.716754521995917
64,0.716840423834757
65,0.717066148299031
66,0.717508610169213
67,0.717564391811849
68,0.718690785360527
69,0.719914441680925
70,0.720007539666558
71,0.720177002497163
72,0.720325160659804
73,0.720440183101098
74,0.722179891156505
75,0.72222285188975
76,0.723159489780688
77,0.72364953716703
78,0.723762606618732
79,0.723789769645974
80,0.72386279412277
81,0.724554079907184
82,0.724615338833233
83,0.724729758266866
84,0.725223652747497
85,0.728006727136922
86,0.728138907821382
87,0.728257630470233
88,0.728444607635335
89,0.728496753403315
90,0.728719432194786
91,0.728780866321398
92,0.729217136308835
93,0.72941983855724
94,0.729428882711728
95,0.72944518787171
96,0.729468190216153
97,0.73004708223731
98,0.730616690996504
99,0.730954957547237
100,0.730987293941134
101,0.731055069631275
102,0.731154110928248
103,0.731167609834528
104,0.731538572430524
105,0.7315816521524
106,0.731684802580934
107,0.731725496890786
108,0.731903614432888
109,0.732062027849293
110,0.732269293783426
111,0.732448154469593
112,0.73450944496914
113,0.734535333200029
114,0.734565082371138
115,0.734630141674865
116,0.735723099003656
117,0.738274625603213
118,0.738316474685669
119,0.738385240853128
120,0.738384553518101
121,0.738420299985867
122,0.738511147366549
123,0.738636552634794
124,0.73864593216646
125,0.738652730854116
126,0.738756363177172
127,0.738781397975944
128,0.738787145942143
129,0.738638197825636
130,0.738658583677393
131,0.738657856493897
132,0.738660288986413
133,0.738675374434904
134,0.73878179673522
135,0.738803884298847
136,0.738818097421846
137,0.738868614944257
138,0.738871887179291
139,0.738823238246368
140,0.739746553896566
141,0.739742640630238
142,0.739804078134023
143,0.739944831701242
144,0.739957828790538
145,0.739965706296444
146,0.739980706001542
147,0.74004776052602
148,0.739960455508179
149,0.740006654935719
150,0.740054776260814
151,0.740086559852978
152,0.740110566014684
153,0.741751225217095
154,0.741950646893576
155,0.741945995534908
156,0.741946686810362
157,0.742221727895581
158,0.74225135416031
159,0.742249753621595
160,0.742346550132885
161,0.742351507371679
162,0.74238608966553
163,0.743616217842018
164,0.74365059867381
165,0.743649181267881
166,0.743657255633064
167,0.743666654478985
168,0.743825568317802
169,0.743827600013957
170,0.743830993918504
171,0.743924901583396
172,0.743925754422086
173,0.743930154788196
174,0.743970090816039
175,0.743982656111071
176,0.744343922335904
177,0.744359300127131
178,0.744369814275233
179,0.744368650210598
180,0.744369394878482
181,0.744370887066535
182,0.744371096601693
183,0.744377677215721
184,0.744376158070736
185,0.744371641694516
186,0.744374072011753
187,0.744413021354763
188,0.744414923587946
189,0.744440021337531
190,0.744440295637845
191,0.744426099865307
192,0.744421982115861
193,0.744423794736435
194,0.744440731594333
195,0.744455929441052
196,0.74445974385653
197,0.744461118855559
198,0.744461118855559
199,0.744415921882581
200,0.744413376407949
201,0.744413314321712
202,0.744394187313763
203,0.744393340790451
204,0.744395182772671
205,0.744394566226783
206,0.744386869087725
207,0.744387053341188
208,0.74439346719714
209,0.744399638976658
210,0.744400361807024
211,0.744402671726565
212,0.744464241774684
213,0.744464488694029
