Reactions,Single_gene,enzyme_mass,kcat_mean,kcat_std
GLUtex,b1377,0.03239575788696222,9.748807961201386,4.170335808590442
GLYtex,b1377,0.03239575788696222,5.594519435288058,2.698547282687508
GLYALDtex,b1377,0.03239575788696222,2.47137826534308,1.3670996278452738
GLYBtex,b1377,0.03239575788696222,5.560619381676636,4.223230863751473
GLYCtex,b1377,0.03239575788696222,6.092915711632085,3.270489787593381
GLYC3Ptex,b1377,0.03239575788696222,3.214852968241713,1.5266618175245634
GLYCLTtex,b1377,0.03239575788696222,14.134805330413077,8.758707790169483
GTPtex,b1377,0.03239575788696222,2.814544895099015,0.6951009893836892
Htex,b1377,0.03239575788696222,8.286805110566636,3.3976029682241604
H2tex,b1377,0.03239575788696222,7.184388257867002,3.2765153163174885
H2Otex,b1377,0.03239575788696222,,
DAPtex,b1377,0.03239575788696222,4.34781372248251,1.9782053358350504
12PPDStex,b1377,0.03239575788696222,7.43639646866805,3.747562355340573
DDGLCNtex,b1377,0.03239575788696222,4.825692532491777,2.0973423989547784
26DAHtex,b1377,0.03239575788696222,26.456517513295644,11.234736974442905
HCINNMtex,b1377,0.03239575788696222,3.134601640908312,1.29953549432918
HPPPNtex,b1377,0.03239575788696222,4.118812817046692,1.9075017605835167
ACtex,b1377,0.03239575788696222,12.119831869837707,6.375855516388797
ACALDtex,b1377,0.03239575788696222,18.81681438014532,10.827612237214035
ACMANAtex,b1377,0.03239575788696222,12.117010925722932,5.366650277682535
ACMUMtex,b1377,0.03239575788696222,15.196772366576312,6.920205430215451
GALtex,b1377,0.03239575788696222,12.251317955914834,5.032003218749537
GALCTtex,b1377,0.03239575788696222,11.629972155568842,5.62683868663792
GALCTNtex,b1377,0.03239575788696222,4.790694840363882,2.384836888880507
GALTtex,b1377,0.03239575788696222,5.45552772801683,2.5435904710169104
GALURtex,b1377,0.03239575788696222,16.923154178417406,6.983990231663259
GAMtex,b1377,0.03239575788696222,2.9910739481779656,1.51443848492989
GBBTNtex,b1377,0.03239575788696222,5.483624590726909,3.005709432090918
HIStex,b1377,0.03239575788696222,2.3640433957518523,1.6294398378466772
HXAtex,b1377,0.03239575788696222,4.765500014722123,2.510550328086041
HYXNtex,b1377,0.03239575788696222,4.246872616820957,2.331572628332145
IDONtex,b1377,0.03239575788696222,4.790694840363882,2.384836888880507
ILEtex,b1377,0.03239575788696222,11.34253239381789,7.694617158525295
INSTtex,b1377,0.03239575788696222,13.347524956727163,6.465973154509386
Ktex,b1377,0.03239575788696222,13.692519470266705,5.937239219639445
D_LACtex,b1377,0.03239575788696222,10.026662868056436,5.841244343225169
FRULYStex,b1377,0.03239575788696222,56.2863626683472,51.62656728334122
ASPtex,b1377,0.03239575788696222,7.80826485338098,4.058836540784879
INDOLEtex,b1377,0.03239575788696222,0.8722051658120733,0.5188701366551747
L_LACtex,b1377,0.03239575788696222,10.026662868056436,5.841244343225169
GLCRtex,b1377,0.03239575788696222,,
GLCNtex,b1377,0.03239575788696222,4.790694840363882,2.384836888880507
GLCURtex,b1377,0.03239575788696222,16.923154178417406,6.983990231663259
GLNtex,b1377,0.03239575788696222,11.608990165829828,3.843238212970349
O2tex,b1377,0.03239575788696222,5.239066506298582,2.352524084451329
OCTAtex,b1377,0.03239575788696222,3.093793487942716,1.7747945895863373
ORNtex,b1377,0.03239575788696222,23.50614297774082,8.997068567684781
RMNtex,b1377,0.03239575788696222,26.83046283584642,12.915001502516462
PHEtex,b1377,0.03239575788696222,4.106140915703932,1.906532763417752
PItex,b1377,0.03239575788696222,9.748746002394125,4.923234381563167
PNTOtex,b1377,0.03239575788696222,2.3138211399826694,1.0481538182510342
PPPNtex,b1377,0.03239575788696222,5.635784520061391,3.0344984390218834
PPTtex,b1377,0.03239575788696222,,
PTRCtex,b1377,0.03239575788696222,6.342804782792209,3.024225918435875
PYRtex,b1377,0.03239575788696222,21.401012232570963,11.59958452059202
DSERtex,b1377,0.03239575788696222,5.148707109796386,2.7151498749249425
SERtex,b1377,0.03239575788696222,5.148707109796386,2.7151498749249425
SO4tex,b1377,0.03239575788696222,7.451131439222427,2.9139126512116804
SPMDtex,b1377,0.03239575788696222,14.097094030419118,9.685948679568616
SUCCtex,b1377,0.03239575788696222,10.744467677731128,4.701421988067387
SUCRtex,b1377,0.03239575788696222,35.29406684640485,19.887169744595734
TARTRtex,b1377,0.03239575788696222,8.527319172451481,4.618700037356611
TAURtex,b1377,0.03239575788696222,51.28383472830173,30.14644614293952
THRtex,b1377,0.03239575788696222,6.416290028318185,3.754923541214077
THMDtex,b1377,0.03239575788696222,5.062808817805318,2.3192149489516827
METDtex,b1377,0.03239575788696222,21.98098065741984,8.789672410618772
METtex,b1377,0.03239575788696222,21.98098065741984,8.789672410618772
MNLtex,b1377,0.03239575788696222,5.45552772801683,2.5435904710169104
NAtex,b1377,0.03239575788696222,11.62334711378542,5.116237291354077
NACtex,b1377,0.03239575788696222,2.564488931193631,1.067189695696657
NH4tex,b1377,0.03239575788696222,10.988288584779504,4.945386465149984
BUTtex,b1377,0.03239575788696222,,
CHLtex,b1377,0.03239575788696222,4.121156408639969,2.3128666656110703
CO2tex,b1377,0.03239575788696222,14.038641324852524,5.672445543728819
CRNtex,b1377,0.03239575788696222,11.707941266372234,6.575922441666027
DINStex,b1377,0.03239575788696222,6.792780472028348,2.77205454769599
DMStex,b1377,0.03239575788696222,7.94016160126953,4.574040094451334
CSNtex,b1377,0.03239575788696222,2.342776817369953,1.0067285924642186
CYNTtex,b1377,0.03239575788696222,5.734822361539108,2.4635634072322383
CYStex,b1377,0.03239575788696222,6.756831363734176,2.2871421540307044
CYTDtex,b1377,0.03239575788696222,4.945025727419326,1.5735925287902075
DCAtex,b1377,0.03239575788696222,,
DGSNtex,b1377,0.03239575788696222,4.292511567884693,2.1092964975932365
LCTStex,b1377,0.03239575788696222,,
LEUtex,b1377,0.03239575788696222,11.52667882565948,6.433656343481967
LYStex,b1377,0.03239575788696222,13.275811403808296,6.2011971284379
LYXtex,b1377,0.03239575788696222,28.553727211378423,13.57279210385794
MANtex,b1377,0.03239575788696222,15.813313682878592,10.287005148638238
MAN6Ptex,b1377,0.03239575788696222,19.9311157697433,8.842863058545504
MELIBtex,b1377,0.03239575788696222,,
DMSOtex,b1377,0.03239575788696222,5.645784257361148,2.3458082551569293
FRUtex,b1377,0.03239575788696222,20.273922995771663,5.543808801462236
FUCtex,b1377,0.03239575788696222,,
FUMtex,b1377,0.03239575788696222,11.337110525735588,4.55147183692643
FE2tex,b1377,0.03239575788696222,11.24850557636033,6.281602336384776
NMNtex,b1377,0.03239575788696222,12.70022678355148,6.561899743811145
NO2tex,b1377,0.03239575788696222,11.32554054360126,4.436258901655632
GDPtex,b1377,0.03239575788696222,3.279174255473824,0.8488853392415635
TMAtex,b1377,0.03239575788696222,13.530059600430176,7.082501406850393
TMAOtex,b1377,0.03239575788696222,12.053605095191296,6.782649187827241
TREtex,b1377,0.03239575788696222,15.666199475651414,6.078618785361899
TRPtex,b1377,0.03239575788696222,2.107782416286441,1.1504416339721162
TSULtex,b1377,0.03239575788696222,15.835503884968707,5.766898632993085
TYRtex,b1377,0.03239575788696222,5.765352772864692,2.2008958838191983
URAtex,b1377,0.03239575788696222,5.149730149392257,1.902997179667853
UREAtex,b1377,0.03239575788696222,11.331886714797552,5.286373266271699
VALtex,b1377,0.03239575788696222,6.7699535834871325,3.715448360689238
XANtex,b1377,0.03239575788696222,7.125277546508466,3.592151361152094
XYLtex,b1377,0.03239575788696222,28.553727211378423,13.57279210385794
ABUTtex,b1377,0.03239575788696222,8.521734457859955,3.8143869160181176
23CAMPtex,b1377,0.03239575788696222,4.846265956135044,2.08154130085441
23CCMPtex,b1377,0.03239575788696222,2.005535569607402,0.9812750322247452
23CUMPtex,b1377,0.03239575788696222,3.942589117284688,2.083839014579336
23CGMPtex,b1377,0.03239575788696222,2.14115707224106,1.1406939639950906
3AMPtex,b1377,0.03239575788696222,33.79063785159061,21.27906617117883
3CMPtex,b1377,0.03239575788696222,11.065534564086752,3.554303032319678
ETHSO3tex,b1377,0.03239575788696222,17.36119023604514,7.158324005973044
BUTSO3tex,b1377,0.03239575788696222,11.64671881663567,6.579816478669887
LIPOtex,b1377,0.03239575788696222,5.748358857977235,3.047452173718036
GALBDtex,b1377,0.03239575788696222,12.251317955914834,5.032003218749537
SULFACtex,b1377,0.03239575788696222,18.549684693148517,7.408826823513134
NOtex,b1377,0.03239575788696222,,
N2Otex,b1377,0.03239575788696222,17.11535267772644,9.23008944928683
PEAMNtex,b1377,0.03239575788696222,5.36639861785258,3.1409948497043367
PACALDtex,b1377,0.03239575788696222,11.739250955780337,4.531589776184381
CYANtex,b1377,0.03239575788696222,9.554275544044938,4.409706625639397
SO3tex,b1377,0.03239575788696222,3.690150019076969,1.681396030052983
TCYNTtex,b1377,0.03239575788696222,2.132486005023125,0.7702065019312623
METSOX1tex,b1377,0.03239575788696222,,
METSOX2tex,b1377,0.03239575788696222,9.802188968966483,4.347180727203759
3UMPtex,b1377,0.03239575788696222,14.841122081590251,4.991732424379336
3GMPtex,b1377,0.03239575788696222,10.289013759744954,5.022484110644275
DOPAtex,b1377,0.03239575788696222,5.790211802081368,4.8665668961314745
4HOXPACDtex,b1377,0.03239575788696222,17.083052956648082,7.112775276588561
ETHAtex,b1377,0.03239575788696222,5.453623480344848,2.714400042789239
G3PStex,b1377,0.03239575788696222,4.436818785605271,2.220677266170546
ACGAL1Ptex,b1377,0.03239575788696222,,
ACGALtex,b1377,0.03239575788696222,12.117010925722932,5.366650277682535
GLCUR1Ptex,b1377,0.03239575788696222,,
UDPGLCURtex,b1377,0.03239575788696222,2.428858312548196,1.1322312723654384
ISETACtex,b1377,0.03239575788696222,42.62401348856958,24.387156547824468
UDPGtex,b1377,0.03239575788696222,3.1329266999547736,1.2769054013202052
UDPGALtex,b1377,0.03239575788696222,3.1329266999547736,1.2769054013202052
ACGAM1Ptex,b1377,0.03239575788696222,14.722030209875587,9.701546466166311
