Reactions,Min Solutions,Max Solutions,Solution Biomass
12DGR120tipp,0.0,5.83961038384332,0.743586168104452
12DGR140tipp,0.0,5.68776050101147,0.743586168104452
12DGR141tipp,0.0,5.89573721456358,0.743586168104452
12DGR160tipp,0.0,5.79588623495114,0.743586168104452
12DGR161tipp,0.0,5.89573721456379,0.743586168104452
12DGR180tipp,0.0,5.79588623495044,0.743586168104452
12DGR181tipp,0.0,5.89573721456376,0.743586168104452
12PPDRtex,0.0,1000.0,0.743586168104452
12PPDRtex_reverse,0.0,1000.0,0.743586168104452
12PPDRtpp,0.0,1000.0,0.743586168104452
12PPDRtpp_reverse,0.0,1000.0,0.743586168104452
12PPDStex,0.0,1000.0,0.743586168104452
12PPDStex_reverse,0.0,1000.0,0.743586168104452
12PPDStpp,0.0,1000.0,0.743586168104452
12PPDStpp_reverse,0.0,1000.0,0.743586168104452
13PPDH2,0.0,205.311334611385,0.743586168104452
13PPDH2_reverse,0.0,205.311334611335,0.743586168104452
14GLUCANabcpp,0.0,0.0,0.743586168104452
14GLUCANtexi,0.0,0.0,0.743586168104452
23CAMPtex,0.0,1000.0,0.743586168104452
23CAMPtex_reverse,0.0,1000.0,0.743586168104452
23CCMPtex,0.0,1000.0,0.743586168104452
23CCMPtex_reverse,0.0,1000.0,0.743586168104452
23CGMPtex,0.0,1000.0,0.743586168104452
23CGMPtex_reverse,0.0,1000.0,0.743586168104452
23CUMPtex,0.0,1000.0,0.743586168104452
23CUMPtex_reverse,0.0,1000.0,0.743586168104452
23DAPPAt2pp,0.0,0.0,0.743586168104452
23DAPPAtex,0.0,1000.0,0.743586168104452
23DAPPAtex_reverse,0.0,1000.0,0.743586168104452
23DOGULNt4pp,0.0,0.0,0.743586168104452
23PDE2pp,0.0,0.0,0.743586168104452
23PDE4pp,0.0,0.0,0.743586168104452
23PDE7pp,0.0,0.0,0.743586168104452
23PDE9pp,0.0,0.0,0.743586168104452
26DAHtex,0.0,1000.0,0.743586168104452
26DAHtex_reverse,0.0,1000.0,0.743586168104452
2AGPA120tipp,0.0,0.73475778134857,0.743586168104452
2AGPA140tipp,0.0,0.736383825858885,0.743586168104452
2AGPA141tipp,0.0,0.595090110868,0.743586168104452
2AGPA160tipp,0.0,0.965121934234025,0.743586168104452
2AGPA161tipp,0.0,0.744859189021322,0.743586168104452
2AGPA180tipp,0.0,0.860566840498447,0.743586168104452
2AGPA181tipp,0.0,0.754448353225583,0.743586168104452
2AGPE120tipp,0.0,2.29786939741102,0.743586168104452
2AGPE140tipp,0.0,2.01408463450675,0.743586168104452
2AGPE141tipp,0.0,1.84533932919036,0.743586168104452
2AGPE160tipp,0.0,2.04667391105665,0.743586168104452
2AGPE161tipp,0.0,1.3673620850146,0.743586168104452
2AGPE180tipp,0.0,2.34487347966975,0.743586168104452
2AGPE181tipp,0.0,1.8453393291906,0.743586168104452
2AGPEAT120,0.0,2.29786939741109,0.743586168104452
2AGPEAT140,0.0,2.01408463450669,0.743586168104452
2AGPEAT141,0.0,1.84533932919054,0.743586168104452
2AGPEAT160,0.0,2.04667391105665,0.743586168104452
2AGPEAT161,0.0,1.36736208501455,0.743586168104452
2AGPEAT180,0.0,2.34487347966973,0.743586168104452
2AGPEAT181,0.0,1.84533932919064,0.743586168104452
2AGPG120tipp,0.0,1.38356264241975,0.743586168104452
2AGPG140tipp,0.0,2.28513577521891,0.743586168104452
2AGPG141tipp,0.0,1.67044652774676,0.743586168104452
2AGPG160tipp,0.0,2.30810385823953,0.743586168104452
2AGPG161tipp,0.0,1.38928741627354,0.743586168104452
2AGPG180tipp,0.0,2.30993869478851,0.743586168104452
2AGPG181tipp,0.0,1.64313907680209,0.743586168104452
2AGPGAT120,0.0,1.38356264241981,0.743586168104452
2AGPGAT140,0.0,2.28513577521932,0.743586168104452
2AGPGAT141,0.0,1.67044652774694,0.743586168104452
2AGPGAT160,0.0,2.30810385823964,0.743586168104452
2AGPGAT161,0.0,1.38928741627357,0.743586168104452
2AGPGAT180,0.0,2.30993869478868,0.743586168104452
2AGPGAT181,0.0,1.64313907680192,0.743586168104452
2DDARAA,0.0,1000.0,0.743586168104452
2DDARAA_reverse,0.0,1000.0,0.743586168104452
2DGLCptspp,0.0,0.0,0.743586168104452
2DGLCtex,0.0,1000.0,0.743586168104452
2DGLCtex_reverse,0.0,1000.0,0.743586168104452
2DGULRGx,0.0,0.0,0.743586168104452
2DGULRGy,0.0,0.0,0.743586168104452
2DGULRx,0.0,0.0,0.743586168104452
2DGULRy,0.0,0.0,0.743586168104452
2DOXG6PP,0.0,0.0,0.743586168104452
2HESR,0.0,0.0,0.743586168104452
2HPTCOAT,0.0,0.0,0.743586168104452
2MAHMP,0.0,4.1582423422889,0.743586168104452
34dhpactex,0.0,1000.0,0.743586168104452
34dhpactex_reverse,0.0,1000.0,0.743586168104452
3AMACHYD,0.0,1.07936409022232,0.743586168104452
3AMPtex,0.0,1000.0,0.743586168104452
3AMPtex_reverse,0.0,1000.0,0.743586168104452
3CMPtex,0.0,1000.0,0.743586168104452
3CMPtex_reverse,0.0,1000.0,0.743586168104452
3GMPtex,0.0,1000.0,0.743586168104452
3GMPtex_reverse,0.0,1000.0,0.743586168104452
3HAD100,0.0,1.08344361743252,0.743586168104452
3HAD120,0.0,1.27172659589812,0.743586168104452
3HAD121,0.0,0.874528917206875,0.743586168104452
3HAD140,0.0,1.1949335156759,0.743586168104452
3HAD141,0.0,0.874528917206811,0.743586168104452
3HAD160,0.0,1.30542401192988,0.743586168104452
3HAD161,0.0,1.05572816651664,0.743586168104452
3HAD180,0.0,1.26044254583854,0.743586168104452
3HAD181,0.0,1.04296735126549,0.743586168104452
3HAD40,0.0,0.882896178559958,0.743586168104452
3HAD60,0.0,0.88289617855997,0.743586168104452
3HAD80,0.0,0.882896178559927,0.743586168104452
3HBZCT,0.0,0.0,0.743586168104452
3HCINNMH,0.0,0.0,0.743586168104452
3HPADHi,0.0,0.0,0.743586168104452
3HPPPNH,0.0,0.0,0.743586168104452
3HPPtex,0.0,1000.0,0.743586168104452
3HPPtex_reverse,0.0,1000.0,0.743586168104452
3HPPtpp,0.0,1.07936409022232,0.743586168104452
3KGK,0.0,0.0,0.743586168104452
3NTD2pp,0.0,0.0,0.743586168104452
3NTD4pp,0.0,0.0,0.743586168104452
3NTD7pp,0.0,0.0,0.743586168104452
3NTD9pp,0.0,0.0,0.743586168104452
3OAR100,0.0,24.1165813631564,0.743586168104452
3OAR100_reverse,0.0,24.1165813631542,0.743586168104452
3OAR120,0.0,24.1183280470647,0.743586168104452
3OAR120_reverse,0.0,24.1165813631549,0.743586168104452
