Variable,Index,Value
flux,ALATA_D2,0.0
flux,SHCHD2,4.5057339189319954e-05
flux,CPPPGO,4.5057339189319954e-05
flux,GTHOr,0.0
flux,DHORD5,0.0
flux,GLYCTO2,0.0
flux,GLYCTO3,0.0
flux,GLYCTO4,0.0
flux,PFK_3,0.028460478401476273
flux,TRPS2,0.0
flux,G3PD5,0.0
flux,EX_acgam_e,0.0
flux,EX_cellb_e,0.0
flux,EX_chol_e,0.0
flux,LEUTAi,0.09103017077266147
flux,SHK3Dr,0.07700541728468124
flux,G5SD,0.044664350289215796
flux,ALATA_L2,0.0
flux,MAN6PI,0.0
flux,APRAUR,9.011467837865692e-05
flux,DB4PS,0.00018022935675731383
flux,RBFK,4.505733918933697e-05
flux,ACP1_FMN,0.0
flux,RBFSb,9.011467837865692e-05
flux,EX_pi_e,-0.19489946065493768
flux,EX_h_e,18.816011864653206
flux,DMATT,5.617013585036299e-05
flux,GRTT,5.617013585036299e-05
flux,UPP3S,9.011467837863991e-05
flux,UPPDC1,4.5057339189319954e-05
flux,TMDPP,0.0
flux,EX_ade_e,0.0
flux,EX_4abut_e,0.0
flux,EX_ac_e,16.95948805142542
flux,EX_akg_e,0.0
flux,EX_ala__L_e,0.0
flux,EX_arg__L_e,0.0
flux,EX_asp__L_e,0.0
flux,EX_cytd_e,0.0
flux,EX_dcyt_e,0.0
flux,EX_fum_e,0.0
flux,EX_glu__L_e,0.0
flux,EX_gua_e,0.0
flux,HCO3E,0.10620277513021392
flux,IMPC,-0.10961905087469859
flux,IMPD,0.049144423750403225
flux,ECOAH4,0.0719058559224095
flux,GLUTRS,0.0007209174270291193
flux,TMPPP,4.5057339189319954e-05
flux,URIK1,0.0
flux,URIK2,0.0
flux,CYTDK1,0.0
flux,CYTDK2,0.0
flux,XPPT,0.0
flux,HXPRT,0.0
flux,NDPK5,0.0
flux,DHORTS,-0.06683741039068991
flux,OMPDC,0.06683741039072238
flux,CS,0.2172434557741853
flux,ICDHyr,0.21724345577422355
flux,ACALD,0.0
flux,ACS,0.0
flux,PPA,0.7022069123163357
flux,PPCK,0.0
flux,ME1,0.0
flux,ALAR,0.008421883462233382
flux,ALATA_L,-0.11756207382632056
flux,XYLK,0.0
flux,RBK,0.0
flux,GLYK,0.0
flux,PPM,-0.5263840955769865
flux,ASPTA,-0.5915691210640261
flux,FBP,0.0
flux,GLGC,0.0
flux,PYK,0.0
flux,A5PISO,0.007862202612272995
flux,EX_met__L_e,0.0
flux,EX_metsox_S__L_e,0.0
flux,IPPMIb,-0.09103017077268305
flux,ACHBS,0.05870163092974859
flux,ACLS,0.17666659414774943
flux,PSCVT,0.07700541728468124
flux,ANS,0.011485176374612169
flux,ANPRT,0.011485176374612169
flux,CHORM,0.06534001155335895
flux,CHORS,0.0770054172847284
flux,IGPS,0.011485176374612169
flux,EX_crn_e,0.0
flux,EX_fe3_e,0.0
flux,EX_glcn_e,0.0
flux,EX_gln__L_e,0.0
flux,EX_glyc_e,0.0
flux,EX_man_e,0.0
flux,EX_mn2_e,-0.00013961713625576522
flux,EX_rib__D_e,0.0
flux,EX_sbt__D_e,0.0
flux,ECOAH6,0.05618145069786351
flux,ENO,9.38214325535796
flux,FBA,0.0
flux,MGSA,0.0
flux,PPS,0.0
flux,PGI,0.20427387916674888
flux,PGK,-9.718280300049287
flux,EDA,9.795726120833217
flux,PGL,9.795726120833217
flux,RPE,-0.1567220202033468
flux,TALA,-0.06836383719996775
flux,TKT1,-0.03990335879848317
flux,G6PDA,0.0
flux,ALCD2x,0.0
flux,ALDD2y,0.0
flux,RMI,0.0
flux,EX_ura_e,0.0
flux,EX_val__L_e,0.0
flux,EX_xan_e,0.0
flux,FMNAT,4.505733918933697e-05
flux,NADDP,0.0
flux,NMNAT,0.0
flux,HMPK1,0.0
flux,NDPK6,0.0
flux,NDPK8,-0.0052868624987922885
flux,PYNP2r,0.0052868624987922885
flux,DURIPP,-0.0052868624987922885
