Iteration,Biomass
0,0.01395004727966086
1,0.04045351397802753
2,0.04994848120228839
3,0.0715258263649932
4,0.09233516618724276
5,0.10588051036847508
6,0.11563475450490666
7,0.12306163479113093
8,0.1283445478972452
9,0.13596681719499562
10,0.14759998439938862
11,0.155964666524418
12,0.16094752956125463
13,0.16799600632133424
14,0.17349158617237873
15,0.1768011437895576
16,0.18052324575127882
17,0.1849116958209458
18,0.18836399296573964
19,0.19170934238687753
20,0.19244670572281336
21,0.1952585448028976
22,0.1976814459283924
23,0.1998131978610907
24,0.20070374334431604
25,0.20124898443410355
26,0.20176358207002998
27,0.20205084838260068
