Iteration,Biomass
0,0.01395004727966086
1,0.0478129014058213
2,0.06922871896562495
3,0.0874532189598508
4,0.09428670529301181
5,0.10507837373851965
6,0.116898020969041
7,0.11647053073321577
8,0.12781167416028594
9,0.13844282303282449
10,0.1404297978494877
11,0.1498682741372628
12,0.15839034305062302
13,0.16662542686494977
14,0.16792430904507893
15,0.17337517969626667
16,0.17729922374546872
17,0.18119701662230564
18,0.18462354720030325
19,0.18838039423032885
20,0.18991118752111028
21,0.19061136759354325
22,0.19363623373482822
23,0.19592929733419573
24,0.1979975902218254
25,0.19991623511822249
26,0.2008683853185889
27,0.20141992968257813
28,0.20192139604776801
29,0.2020407487565794
