Variable,Index,Value
flux,ALATA_D2,0.0
flux,SHCHD2,4.5055086972717204e-05
flux,CPPPGO,4.5055086972717204e-05
flux,GTHOr,0.0
flux,DHORD5,0.0
flux,GLYCTO2,0.0
flux,GLYCTO3,0.0
flux,GLYCTO4,0.0
flux,PFK_3,0.028459055788353494
flux,TRPS2,0.0
flux,G3PD5,0.0
flux,EX_acgam_e,0.0
flux,EX_cellb_e,0.0
flux,EX_chol_e,0.0
flux,LEUTAi,0.09102562057805048
flux,SHK3Dr,0.07700156812541081
flux,G5SD,0.04466211771638566
flux,ALATA_L2,0.0
flux,MAN6PI,0.0
flux,APRAUR,9.011017394546845e-05
flux,DB4PS,0.0001802203478909369
flux,RBFK,4.505508697275125e-05
flux,ACP1_FMN,0.0
flux,RBFSb,9.011017394546845e-05
flux,EX_pi_e,-0.19488971849511927
flux,EX_h_e,18.816071046970364
flux,DMATT,5.616732815432897e-05
flux,GRTT,5.616732815432897e-05
flux,UPP3S,9.011017394543441e-05
flux,UPPDC1,4.5055086972717204e-05
flux,TMDPP,0.0
flux,EX_ade_e,0.0
flux,EX_4abut_e,0.0
flux,EX_ac_e,16.95964003313611
flux,EX_akg_e,0.0
flux,EX_ala__L_e,0.0
flux,EX_arg__L_e,0.0
flux,EX_asp__L_e,0.0
flux,EX_cytd_e,0.0
flux,EX_dcyt_e,0.0
flux,EX_fum_e,0.0
flux,EX_glu__L_e,0.0
flux,EX_gua_e,0.0
flux,HCO3E,0.10619746652446338
flux,IMPC,-0.10961357150438289
flux,IMPD,0.04914196723856534
flux,ECOAH4,0.07190226166744651
flux,GLUTRS,0.0007208813915634753
flux,TMPPP,4.5055086972717204e-05
flux,URIK1,0.0
flux,URIK2,0.0
flux,CYTDK1,0.0
flux,CYTDK2,0.0
flux,XPPT,0.0
flux,HXPRT,0.0
flux,NDPK5,0.0
flux,DHORTS,-0.0668340694849121
flux,OMPDC,0.06683406948493267
flux,CS,0.21723259673708423
flux,ICDHyr,0.21723259673706252
flux,ACALD,0.0
flux,ACS,0.0
flux,PPA,0.7021718121063767
flux,PPCK,0.0
flux,ME1,0.0
flux,ALAR,0.008421462489650366
flux,ALATA_L,-0.1175561974195034
flux,XYLK,0.0
flux,RBK,0.0
flux,GLYK,0.0
flux,PPM,-0.5263577839699565
flux,ASPTA,-0.5915395511467523
flux,FBP,0.0
flux,GLGC,0.0
flux,PYK,0.0
flux,A5PISO,0.00786180961563332
flux,EX_met__L_e,0.0
flux,EX_metsox_S__L_e,0.0
flux,IPPMIb,-0.09102562057807972
flux,ACHBS,0.058698696695500256
flux,ACLS,0.176657763368044
flux,PSCVT,0.07700156812541081
flux,ANS,0.011484602281570243
flux,ANPRT,0.011484602281570243
flux,CHORM,0.06533674549589767
flux,CHORS,0.07700156812535879
flux,IGPS,0.011484602281570243
flux,EX_crn_e,0.0
flux,EX_fe3_e,0.0
flux,EX_glcn_e,0.0
flux,EX_gln__L_e,0.0
flux,EX_glyc_e,0.0
flux,EX_man_e,0.0
flux,EX_mn2_e,-0.000139610157361858
flux,EX_rib__D_e,0.0
flux,EX_sbt__D_e,0.0
flux,ECOAH6,0.05617864243629356
flux,ENO,9.382174139277026
flux,FBA,0.0
flux,MGSA,0.0
flux,PPS,0.0
flux,PGI,0.20426366842127663
flux,PGK,-9.718294381967894
flux,EDA,9.795736331578679
flux,PGL,9.795736331578679
flux,RPE,-0.15671418636441103
flux,TALA,-0.06836041999486042
flux,TKT1,-0.03990136420657109
flux,G6PDA,0.0
flux,ALCD2x,0.0
flux,ALDD2y,0.0
flux,RMI,0.0
flux,EX_ura_e,0.0
flux,EX_val__L_e,0.0
flux,EX_xan_e,0.0
flux,FMNAT,4.505508697275125e-05
flux,NADDP,0.0
flux,NMNAT,0.0
flux,HMPK1,0.0
flux,NDPK6,0.0
flux,NDPK8,-0.005286598231919015
flux,PYNP2r,0.005286598231919015
flux,DURIPP,-0.005286598231919015
flux,PTRCTA,0.0
flux,CYSDS,0.0
flux,TRPAS2,-0.0114846022815982
flux,NDP3,0.0
flux,CDPPH,0.0
flux,NDP7,0.0
flux,EX_co2_e,17.787875372469898
flux,PMDPHT,9.011017394546845e-05
flux,ILETA,-0.058698696695500985
flux,VALTA,-0.08549596732530063
flux,ORPT,-0.0668340694849121
flux,RBFSa,0.0001802203478909369
flux,DHAD2,0.058698696695500256
flux,G1PP,0.0
flux,PFL,0.02190465185795111
flux,FRD2,0.0
flux,FRD3,0.0
flux,POX,0.0
flux,PTAr,16.842014737780573
flux,ACKr,-16.842014737780573
flux,EX_hxan_e,0.0
flux,EX_ile__L_e,0.0
flux,EX_lac__L_e,0.0
flux,EX_leu__L_e,0.0
flux,EX_no3_e,0.0
flux,EX_orn_e,0.0
flux,EX_pro__L_e,0.0
flux,EX_pyr_e,0.0
flux,EX_succ_e,0.0
flux,EX_thymd_e,0.0
flux,EX_tyr__L_e,0.0
flux,MOAT,0.003930904807808009
flux,UDCPDPS,1.1112241181611766e-05
flux,USHD,0.003930904807808009
flux,LPADSS,0.003930904807808009
flux,TDSK,0.003930904807808009
flux,EX_btn_e,0.0
flux,EX_ptrc_e,0.0
flux,EX_spmd_e,0.0
flux,EX_thym_e,0.0
flux,EX_xtsn_e,0.0
flux,NTPP1,0.0
flux,NTPP2,0.0
flux,NTPTP1,0.0
flux,NTPTP2,0.0
flux,IPMD,0.09102562057805048
flux,AIRC3,-0.09047263504874081
flux,ADSL2r,0.09047263504874081
flux,EX_fe2_e,-0.003244976465794025
flux,PUNP5,0.0
flux,PUNP6,0.0
flux,PUNP7,0.0
flux,RNDR1,0.0
flux,RNDR3,0.0
flux,RNDR4,0.0
flux,TMDS,0.005286598231964657
flux,TMDK1,0.0
flux,PPCDC,0.00013617546466188069
flux,FTHFD,0.0
flux,EX_glc__D_e,-10.0
flux,EDD,9.795736331578679
flux,DHQTi,0.07700156812535879
flux,PUNP1,-0.005422571655913089
flux,PUNP2,0.005286598231919015
flux,PUNP3,0.0
flux,LYSAM,0.0
flux,DHAD1,0.176657763368044
flux,IPPMIa,-0.09102562057807972
flux,EX_alltn_e,0.0
flux,G3PD7,0.0
flux,NADH9,0.0
flux,NADH10,0.0
flux,MDH,-13.956325105902238
flux,FUM,0.21068647647734906
flux,PYDXNK,0.0
flux,PYAM5PO,0.0
flux,OHPBAT,-9.011017391458154e-05
flux,EX_dgsn_e,0.0
flux,EX_arab__L_e,0.0
flux,EX_fru_e,0.0
