Iteration,Biomass
0,0.0229917133376624
1,0.0358147698173168
2,0.0617622185554482
3,0.051093957264731
4,0.0408046805641863
5,0.0645739471536215
6,0.0612463298584241
7,0.0637551474315597
8,0.0592882787138005
9,0.0741516141297783
10,0.0598571482510613
11,0.0731632578232414
12,0.0413887235831954
13,0.0508815183483864
14,0.035307861939584
15,0.0493684118605308
16,0.0558155207474914
17,0.0701473064348895
18,0.0867599865708302
19,0.0757999871570105
20,0.103809363881959
21,0.0678148686781157
22,0.0593884281399517
23,0.0337784132667866
24,0.058600365435688
25,0.0613680624011737
26,0.0613699532450045
27,0.0592045051194779
28,0.060830845828968
29,0.0660693005299565
30,0.08384676495667
31,0.100918150734512
32,0.061104712556885
33,0.0565711802301632
34,0.0386109043250687
35,0.0729991286495462
36,0.0734369445256397
37,0.0830949376951898
38,0.0334181032973978
39,0.0548593823046803
40,0.0537374779869619
41,0.0500133631900281
42,0.0877994157395956
43,0.0730542227808311
44,0.0580876774471137
45,0.0679714951380246
46,0.077455513057406
47,0.0648061437677433
48,0.0554768363582809
49,0.0672321430874592
50,0.0372352784728523
51,0.0542322445443793
52,0.0510478881672145
53,0.058751341952301
54,0.0494696311707276
55,0.0616002776051308
56,0.107484107252945
57,0.144278290117989
58,0.0949377281391429
59,0.119912642927116
60,0.119969997142321
61,0.0969929677405426
62,0.0986918741227074
63,0.0880254032758772
64,0.092858899272974
65,0.0947461961494776
66,0.0928936005885315
67,0.085607363841561
68,0.089285620079261
69,0.0606770947864306
70,0.0478403645548236
71,0.0477506856124656
72,0.0586635800809076
73,0.0725284485511029
74,0.0797025917953477
75,0.0693532757521687
76,0.0918314827148194
77,0.0399385807677611
78,0.0655078987438797
79,0.0934540229453464
80,0.0868551462790714
81,0.0832576383024763
82,0.0583011343250396
83,0.0760721102847248
84,0.0352437799601403
85,0.0708032634279775
86,0.0457449799830541
87,0.0464082701144127
88,0.0621811855669328
89,0.0465023129299187
90,0.0663081521578956
91,0.0820049996802939
92,0.0802274330855273
93,0.113305326189521
94,0.113702605484617
95,0.105276108687313
96,0.0930064510566485
97,0.0978840298922488
98,0.0757383481989736
99,0.127618388062031
100,0.113783654530998
101,0.0792212999334942
102,0.0863938627381087
103,0.0889724509407812
104,0.0960919845921681
105,0.0659260847046077
106,0.0605851417177643
107,0.0672054087752074
108,0.0676912249245759
109,0.0701335980603967
110,0.0522068893939451
111,0.0584689846991166
112,0.0613246821130464
113,0.0357413550065561
114,0.0401684293822722
115,0.0536743344167537
116,0.0707428560759913
117,0.0403608186500427
118,0.0811783275995599
119,0.0810836241870928
120,0.0670780389771986
121,0.0767714915907777
122,0.10642339349097
123,0.0573540767555644
124,0.0649545380708458
125,0.0890607643727298
126,0.0661486048264975
127,0.0733128820906273
128,0.0733128820906273
129,0.0743511676678357
130,0.0671401777063434
131,0.0924711736325193
132,0.0924711736325193
133,0.0866433806261588
134,0.0866433806261588
135,0.0866433806261588
136,0.0869890176209791
137,0.0617603705713892
138,0.0708578847028958
139,0.110686663184497
140,0.110686663184497
141,0.110686663184497
142,0.0873558944121482
143,0.0955802299106487
144,0.0802266160291308
145,0.0643248372727419
146,0.0643248372727419
147,0.0690024073421249
148,0.0792979750229243
149,0.0792979750229243
150,0.0690791954110401
151,0.083895697473428
152,0.083895697473428
153,0.0826811347294813
154,0.0690548735294886
155,0.105836863142308
156,0.115770172070269
157,0.115770172070269
158,0.115770172070269
159,0.115770172070269
160,0.114802653831809
161,0.114802653831809
162,0.114802653831809
163,0.0730791964129262
164,0.0824652319307079
165,0.0824652319307079
166,0.0972984494666698
167,0.0907827598934294
168,0.0907827598934294
169,0.0933168700019167
170,0.0933168700019167
171,0.0930049636550803
172,0.101129649603524
173,0.101129649603524
174,0.101129649603524
175,0.0875908329077791
176,0.0875908329077791
177,0.0875908329077791
178,0.0744317585213159
179,0.0660185765272817
180,0.0660185765272817
181,0.0695773795056545
182,0.0695773795056545
183,0.0648991375571016
184,0.0573397544941329
185,0.0607219695166073
186,0.0591635576305174
187,0.0756028091790956
188,0.0756028091790956
189,0.103672065205226
190,0.103672065205226
191,0.103672065205226
192,0.0928588070841706
193,0.0928588070841706
194,0.0928588070841706
195,0.0928588070841706
196,0.0978468445013365
197,0.108132013932443
198,0.108132013932443
199,0.115647103755914
200,0.115647103755914
201,0.115647103755914
202,0.115647103755914
203,0.115647103755914
204,0.115647103755914
205,0.115647103755914
206,0.115647103755914
207,0.115647103755914
208,0.115647103755914
209,0.115647103755914
210,0.115647103755914
211,0.115647103755914
212,0.115647103755914
213,0.115647103755914
214,0.115647103755914
215,0.113349236073816
216,0.113349236073816
217,0.113349236073816
218,0.113349236073816
219,0.117108825487625
220,0.117108825487625
221,0.117108825487625
222,0.117108825487625
223,0.117108825487625
224,0.117108825487625
225,0.117108825487625
