Iteration,Biomass
0,0.013950425612139343
1,0.03124851223140027
2,0.05164157338779925
3,0.07223527502592905
4,0.08922344412942713
5,0.10391492904588161
6,0.10559575480411139
7,0.11649143521401453
8,0.1273347258060471
9,0.13709163994453746
10,0.13752009503344237
11,0.14646438455024904
12,0.15511942190589417
13,0.160300700256313
14,0.1645271672932642
15,0.17104372147587432
16,0.17616323197524467
17,0.1811069589829739
18,0.18472087688770508
19,0.18848291846289716
20,0.19115580926447784
21,0.19112977325632005
22,0.19409443439689056
23,0.19635210985081758
24,0.19859736297988947
25,0.1990167547260802
26,0.20069604043199543
27,0.20131425807978034
28,0.2018775297906636
