Variable,Index,Value
flux,ALATA_D2,0.0
flux,SHCHD2,4.501868914331798e-05
flux,CPPPGO,4.501868914331798e-05
flux,GTHOr,0.0
flux,DHORD5,0.0
flux,GLYCTO2,0.0
flux,GLYCTO3,0.0
flux,GLYCTO4,0.0
flux,PFK_3,0.0284360650912532
flux,TRPS2,0.0
flux,G3PD5,0.0
flux,EX_acgam_e,0.0
flux,EX_cellb_e,0.0
flux,EX_chol_e,0.0
flux,LEUTAi,0.09095208537411746
flux,SHK3Dr,0.07693936227633458
flux,G5SD,0.04462603734787514
flux,ALATA_L2,0.0
flux,MAN6PI,0.0
flux,APRAUR,9.003737828664176e-05
flux,DB4PS,0.00018007475657328353
flux,RBFK,4.501868914332378e-05
flux,ACP1_FMN,0.0
flux,RBFSb,9.003737828664176e-05
flux,EX_pi_e,-0.19473227650121316
flux,EX_h_e,18.817027486008556
flux,DMATT,5.612195328180448e-05
flux,GRTT,5.612195328180448e-05
flux,UPP3S,9.003737828663596e-05
flux,UPPDC1,4.501868914331798e-05
flux,TMDPP,0.0
flux,EX_ade_e,0.0
flux,EX_4abut_e,0.0
flux,EX_ac_e,16.9620961931576
flux,EX_akg_e,0.0
flux,EX_ala__L_e,0.0
flux,EX_arg__L_e,0.0
flux,EX_asp__L_e,0.0
flux,EX_cytd_e,0.0
flux,EX_dcyt_e,0.0
flux,EX_fum_e,0.0
flux,EX_glu__L_e,0.0
flux,EX_gua_e,0.0
flux,HCO3E,0.10611167471870431
flux,IMPC,-0.1095250199923612
flux,IMPD,0.04910226781592353
flux,ECOAH4,0.07184417530186238
flux,GLUTRS,0.0007202990262930877
flux,TMPPP,4.501868914331798e-05
flux,URIK1,0.0
flux,URIK2,0.0
flux,CYTDK1,0.0
flux,CYTDK2,0.0
flux,XPPT,0.0
flux,HXPRT,0.0
flux,NDPK5,0.0
flux,DHORTS,-0.066780077467115
flux,OMPDC,0.06678007746710256
flux,CS,0.2170571050106832
flux,ICDHyr,0.21705710501066733
flux,ACALD,0.0
flux,ACS,0.0
flux,PPA,0.7016045614018848
flux,PPCK,0.0
flux,ME1,0.0
flux,ALAR,0.008414659196773755
flux,ALATA_L,-0.11746122944350645
flux,XYLK,0.0
flux,RBK,0.0
flux,GLYK,0.0
flux,PPM,-0.5259325649301445
flux,ASPTA,-0.5910616749042674
flux,FBP,0.0
flux,GLGC,0.0
flux,PYK,0.0
flux,A5PISO,0.007855458439166796
flux,EX_met__L_e,0.0
flux,EX_metsox_S__L_e,0.0
flux,IPPMIb,-0.09095208537416966
flux,ACHBS,0.0586512768525517
flux,ACLS,0.17651505009047316
flux,PSCVT,0.07693936227633458
flux,ANS,0.01147532442589069
flux,ANPRT,0.01147532442589069
flux,CHORM,0.06528396309382395
flux,CHORS,0.07693936227628792
flux,IGPS,0.01147532442589069
flux,EX_crn_e,0.0
flux,EX_fe3_e,0.0
flux,EX_glcn_e,0.0
flux,EX_gln__L_e,0.0
flux,EX_glyc_e,0.0
flux,EX_man_e,0.0
flux,EX_mn2_e,-0.00013949737308394106
flux,EX_rib__D_e,0.0
flux,EX_sbt__D_e,0.0
flux,ECOAH6,0.05613325842352879
flux,ENO,9.382673250959783
flux,FBA,0.0
flux,MGSA,0.0
flux,PPS,0.0
flux,PGI,0.2040986536659375
flux,PGK,-9.718521958335373
flux,EDA,9.795901346334068
flux,PGL,9.795901346334068
flux,RPE,-0.1565875845398068
flux,TALA,-0.06830519491211362
flux,TKT1,-0.03986912982088597
flux,G6PDA,0.0
flux,ALCD2x,0.0
flux,ALDD2y,0.0
flux,RMI,0.0
flux,EX_ura_e,0.0
flux,EX_val__L_e,0.0
flux,EX_xan_e,0.0
flux,FMNAT,4.501868914332378e-05
flux,NADDP,0.0
flux,NMNAT,0.0
flux,HMPK1,0.0
flux,NDPK6,0.0
flux,NDPK8,-0.0052823274445472634
flux,PYNP2r,0.0052823274445472634
flux,DURIPP,-0.0052823274445472634
flux,PTRCTA,0.0
flux,CYSDS,0.0
flux,TRPAS2,-0.011475324425873623
flux,NDP3,0.0
flux,CDPPH,0.0
flux,NDP7,0.0
flux,EX_co2_e,17.789662441149858
flux,PMDPHT,9.003737828664176e-05
flux,ILETA,-0.058651276852515366
flux,VALTA,-0.08542689926127878
flux,ORPT,-0.066780077467115
flux,RBFSa,0.00018007475657328353
flux,DHAD2,0.0586512768525517
flux,G1PP,0.0
flux,PFL,0.021886956147316235
flux,FRD2,0.0
flux,FRD3,0.0
flux,POX,0.0
flux,PTAr,16.844565921598928
flux,ACKr,-16.844565921598928
flux,EX_hxan_e,0.0
flux,EX_ile__L_e,0.0
flux,EX_lac__L_e,0.0
