Reactions,Min Solutions,Max Solutions,Solution Biomass
ALATA_D2,0.0,1.17283163599964,0.128620299860901
SHCHD2,2.58140941820828e-05,2.86714062700775e-05,0.128620299860901
CPPPGO,0.0,0.0287891591252078,0.128620299860901
GTHOr,0.0,14.67272779241,0.128620299860901
DHORD5,0.0,0.309393118985428,0.128620299860901
GLYCTO2,0.0,3.00129203502537,0.128620299860901
GLYCTO3,0.0,1.82009829848847,0.128620299860901
GLYCTO4,0.0,0.712597847255701,0.128620299860901
PFK_3,5.51905316251297,10.3163326870735,0.128620299860901
TRPS2,0.0,0.143809076660801,0.128620299860901
G3PD5,0.0,4.89108566743819,0.128620299860901
EX_acgam_e,0.0,0.0,0.128620299860901
EX_cellb_e,0.0,0.0,0.128620299860901
EX_chol_e,0.0,0.0,0.128620299860901
LEUTAi,0.0521526890851955,0.544777325885328,0.128620299860901
SHK3Dr,0.044117676056544,0.329123119690962,0.128620299860901
G5SD,0.0255889443471319,1.33661654870755,0.128620299860901
ALATA_L2,0.0,1.70633037221918,0.128620299860901
MAN6PI,0.0,0.0,0.128620299860901
APRAUR,5.16281892412431e-05,0.0458657392256747,0.128620299860901
DB4PS,0.000103256378482486,0.0917314784513495,0.128620299860901
RBFK,2.58140950591603e-05,0.831659275398841,0.128620299860901
ACP1_FMN,0.0,0.831633476084991,0.128620299860901
RBFSb,5.16281892412431e-05,0.0458657407748308,0.128620299860901
EX_pi_e,-0.191276436652174,-0.111661121645056,0.128620299860901
EX_h_e,-0.617313397614339,20.6632988215406,0.128620299860901
DMATT,3.21807990251973e-05,3.57563045974719e-05,0.128620299860901
GRTT,3.21807990251973e-05,3.57563045974719e-05,0.128620299860901
UPP3S,5.16281883641657e-05,0.028814972132606,0.128620299860901
UPPDC1,2.58140941820828e-05,0.0287891591252078,0.128620299860901
TMDPP,0.0,0.147632581341327,0.128620299860901
EX_ade_e,0.0,0.0799208180208133,0.128620299860901
EX_4abut_e,0.0,0.513541187692629,0.128620299860901
EX_ac_e,0.0,11.0762044125017,0.128620299860901
EX_akg_e,0.0,0.608890124058454,0.128620299860901
EX_ala__L_e,0.0,3.21803403585718,0.128620299860901
EX_arg__L_e,0.0,0.16059292362258,0.128620299860901
EX_asp__L_e,0.0,1.38318236447895,0.128620299860901
EX_cytd_e,0.0,0.169486411605497,0.128620299860901
EX_dcyt_e,0.0,0.0,0.128620299860901
EX_fum_e,0.0,1.56286194013201,0.128620299860901
EX_glu__L_e,0.0,0.590125664524006,0.128620299860901
EX_gua_e,0.0,0.0775736993608689,0.128620299860901
HCO3E,0.0608453248354408,0.752882387068212,0.128620299860901
IMPC,-0.167711008996434,-0.0628025656554883,0.128620299860901
IMPD,0.0,0.535624910614131,0.128620299860901
ECOAH4,-0.0595715392508964,0.0939212960545319,0.128620299860901
GLUTRS,0.000413025507062684,0.230519789863678,0.128620299860901
TMPPP,2.58140941820828e-05,2.86714062700775e-05,0.128620299860901
URIK1,0.0,0.956557080047856,0.128620299860901
