Iteration,Biomass
0,0.123866120493631
1,0.0938271933852634
2,0.148569801999436
3,0.18365851215681
4,0.0948237702354501
5,0.155022273647785
6,0.217463546558595
7,0.194523115506676
8,0.194523115506676
9,0.194523115506676
10,0.168883676020531
11,0.190337824299283
12,0.221778746262236
13,0.184289088817457
14,0.166088979789393
15,0.170847258695339
16,0.172786781535511
17,0.169174758952978
18,0.167497599266573
19,0.092607692252984
20,0.0950503962964127
21,0.0950503962964127
22,0.0950503962964127
23,0.0950503962964127
24,0.0950503962964127
25,0.171242489381231
26,0.145223028149279
27,0.180644853903347
28,0.186447839794916
29,0.149461471638223
30,0.191252837402098
31,0.228269414944535
32,0.25119494105277
33,0.233466632493506
34,0.242476910396497
35,0.242476910396497
36,0.242476910396497
37,0.242476910396497
38,0.131934041877344
39,0.102911895020467
40,0.108700900964354
41,0.234856201938361
42,0.234856201938361
43,0.223040480170815
44,0.219513749714481
45,0.109384378396445
46,0.0999411848951557
47,0.0513479854368976
48,0.0949510552475879
49,0.104802912278602
50,0.223077618898392
51,0.235395232294328
52,0.205992687577837
53,0.226540883895833
54,0.202386110311753
55,0.200256289431172
56,0.207309553502094
57,0.207309553502094
58,0.207309553502094
59,0.207309553502094
60,0.207309553502094
61,0.207309553502094
